id_sewa,nama_barang,jenis,tanggal_sewa,durasi_sewa,hari,bulan,stok,total_biaya
MIP-02020,TV 75 Inch,TV,2025-04-27,6,Sunday,4,18,7436000
MIP-02021,TV 55 Inch,TV,2026-01-04,4,Sunday,1,8,2404000
MIP-02022,Screen 3x4,Screen,2025-12-16,3,Tuesday,12,7,1214000
MIP-02023,TV 55 Inch,TV,2025-03-06,5,Thursday,3,15,2990000
MIP-02024,TV 75 Inch,TV,2025-12-12,1,Friday,12,6,1093000
MIP-02025,Screen 3x4,Screen,2025-10-07,4,Tuesday,10,9,1574000
MIP-02026,Epson 6000 Lumens,Proyektor,2025-02-14,2,Friday,2,14,1904000
MIP-02027,TV 55 Inch,TV,2025-08-12,1,Tuesday,8,8,575000
MIP-02028,Screen 3x4,Screen,2024-09-12,5,Thursday,9,9,2193000
MIP-02029,TV 65 Inch,TV,2026-03-22,3,Sunday,3,19,1998000
MIP-02030,TV 75 Inch,TV,2026-01-22,2,Thursday,1,13,2474000
MIP-02031,Screen 3x4,Screen,2025-12-04,5,Thursday,12,15,1879000
MIP-02032,TV 50 Inch,TV,2024-07-22,1,Monday,7,18,456000
MIP-02033,TV 55 Inch,TV,2024-07-05,4,Friday,7,17,2184000
MIP-02034,TV 43 Inch,TV,2024-01-22,1,Monday,1,12,328000
MIP-02035,Screen 2x3,Screen,2025-04-18,2,Friday,4,13,613000
MIP-02036,Screen 3x4,Screen,2024-02-20,4,Tuesday,2,18,1552000
MIP-02037,TV 50 Inch,TV,2024-06-01,1,Saturday,6,16,415000
MIP-02038,Screen 3x4,Screen,2025-08-03,1,Sunday,8,5,372000
MIP-02039,TV 65 Inch,TV,2026-03-02,4,Monday,3,20,2646000
MIP-02040,Screen 2x3,Screen,2024-08-17,6,Saturday,8,11,1710000
MIP-02041,TV 43 Inch,TV,2026-04-12,7,Sunday,4,13,2247000
MIP-02042,TV 50 Inch,TV,2026-02-03,4,Tuesday,2,17,1822000
MIP-02043,Screen 3x4,Screen,2025-03-17,7,Monday,3,11,2813000
MIP-02044,TV 43 Inch,TV,2026-04-23,3,Thursday,4,11,831000
MIP-02045,TV 65 Inch,TV,2024-07-03,4,Wednesday,7,9,3002000
MIP-02046,Epson 6000 Lumens,Proyektor,2024-10-24,3,Thursday,10,12,3134000
MIP-02047,TV 75 Inch,TV,2024-09-11,3,Wednesday,9,19,3289000
MIP-02048,Screen 2x3,Screen,2024-01-11,4,Thursday,1,9,1250000
MIP-02049,TV 55 Inch,TV,2025-12-10,4,Wednesday,12,11,2219000
MIP-02050,TV 65 Inch,TV,2025-12-26,4,Friday,12,13,2566000
MIP-02051,Screen 2x3,Screen,2024-04-07,5,Sunday,4,6,1487000
MIP-02052,Epson 6000 Lumens,Proyektor,2024-12-06,2,Friday,12,20,1994000
MIP-02053,TV 55 Inch,TV,2025-09-12,6,Friday,9,6,3079000
MIP-02054,Epson 6000 Lumens,Proyektor,2024-09-16,5,Monday,9,17,5446000
MIP-02055,TV 50 Inch,TV,2025-02-08,6,Saturday,2,16,2889000
MIP-02056,Screen 3x4,Screen,2025-07-26,1,Saturday,7,10,414000
MIP-02057,TV 50 Inch,TV,2024-06-22,5,Saturday,6,20,2233000
MIP-02058,TV 55 Inch,TV,2025-04-24,2,Thursday,4,7,1081000
MIP-02059,TV 55 Inch,TV,2025-12-28,5,Sunday,12,18,2833000
MIP-02060,Screen 3x4,Screen,2024-09-23,1,Monday,9,15,404000
MIP-02061,Epson 6000 Lumens,Proyektor,2024-05-10,4,Friday,5,13,3650000
MIP-02062,TV 55 Inch,TV,2025-03-16,3,Sunday,3,13,1654000
MIP-02063,TV 50 Inch,TV,2025-06-13,3,Friday,6,18,1433000
MIP-02064,Screen 3x4,Screen,2024-11-19,6,Tuesday,11,20,2380000
MIP-02065,Screen 3x4,Screen,2025-07-23,7,Wednesday,7,19,2549000
MIP-02066,Epson 6000 Lumens,Proyektor,2024-07-12,2,Friday,7,6,2115000
MIP-02067,TV 43 Inch,TV,2024-07-06,1,Saturday,7,20,282000
MIP-02068,TV 50 Inch,TV,2024-06-16,6,Sunday,6,19,2570000
MIP-02069,TV 65 Inch,TV,2024-04-28,4,Sunday,4,6,2612000
MIP-02070,TV 75 Inch,TV,2024-12-31,6,Tuesday,12,20,6956000
MIP-02071,TV 75 Inch,TV,2025-05-19,1,Monday,5,9,1262000
MIP-02072,Screen 2x3,Screen,2024-12-23,1,Monday,12,11,301000
MIP-02073,TV 50 Inch,TV,2024-07-03,7,Wednesday,7,10,2964000
MIP-02074,TV 50 Inch,TV,2025-07-30,6,Wednesday,7,11,2904000
MIP-02075,Epson 6000 Lumens,Proyektor,2025-06-22,7,Sunday,6,10,7531000
MIP-02076,TV 65 Inch,TV,2024-03-19,2,Tuesday,3,20,1504000
MIP-02077,Screen 2x3,Screen,2024-12-02,1,Monday,12,14,284000
MIP-02078,Screen 2x3,Screen,2025-02-07,3,Friday,2,8,891000
MIP-02079,TV 55 Inch,TV,2024-06-06,1,Thursday,6,7,603000
MIP-02080,TV 75 Inch,TV,2026-04-30,6,Thursday,4,20,7592000
MIP-02081,TV 75 Inch,TV,2025-10-05,3,Sunday,10,5,3260000
MIP-02082,TV 55 Inch,TV,2024-02-14,6,Wednesday,2,19,3013000
MIP-02083,TV 55 Inch,TV,2026-01-19,6,Monday,1,9,3276000
MIP-02084,TV 43 Inch,TV,2024-02-19,7,Monday,2,14,2272000
MIP-02085,TV 55 Inch,TV,2026-03-28,1,Saturday,3,7,554000
MIP-02086,TV 65 Inch,TV,2024-04-04,4,Thursday,4,13,2799000
MIP-02087,Screen 3x4,Screen,2024-09-02,7,Monday,9,17,2579000
MIP-02088,Screen 2x3,Screen,2024-01-22,7,Monday,1,11,2166000
MIP-02089,Screen 3x4,Screen,2025-02-01,7,Saturday,2,17,2980000
MIP-02090,TV 50 Inch,TV,2025-10-24,7,Friday,10,9,3075000
MIP-02091,Screen 2x3,Screen,2024-11-01,4,Friday,11,18,1266000
MIP-02092,TV 50 Inch,TV,2025-12-02,5,Tuesday,12,9,2459000
MIP-02093,TV 55 Inch,TV,2025-11-12,1,Wednesday,11,16,517000
MIP-02094,TV 43 Inch,TV,2025-05-16,4,Friday,5,17,1206000
MIP-02095,TV 75 Inch,TV,2024-10-01,5,Tuesday,10,18,5745000
MIP-02096,Screen 2x3,Screen,2026-02-13,4,Friday,2,16,1270000
MIP-02097,Screen 3x4,Screen,2025-03-20,6,Thursday,3,18,2437000
MIP-02098,Screen 2x3,Screen,2024-02-11,5,Sunday,2,15,1540000
MIP-02099,TV 75 Inch,TV,2025-11-23,2,Sunday,11,9,2543000
MIP-02100,TV 75 Inch,TV,2025-06-23,6,Monday,6,7,7050000
MIP-02101,TV 50 Inch,TV,2025-04-24,4,Thursday,4,7,1949000
MIP-02102,TV 75 Inch,TV,2024-11-03,2,Sunday,11,9,2416000
MIP-02103,TV 50 Inch,TV,2024-09-11,5,Wednesday,9,18,2096000
MIP-02104,TV 50 Inch,TV,2025-08-05,1,Tuesday,8,7,468000
MIP-02105,Epson 6000 Lumens,Proyektor,2025-06-09,1,Monday,6,18,1059000
MIP-02106,TV 65 Inch,TV,2024-04-06,4,Saturday,4,13,2697000
MIP-02107,TV 55 Inch,TV,2024-09-17,5,Tuesday,9,7,2946000
MIP-02108,Epson 6000 Lumens,Proyektor,2024-04-26,6,Friday,4,19,6487000
MIP-02109,Screen 3x4,Screen,2026-03-16,2,Monday,3,17,764000
MIP-02110,Epson 6000 Lumens,Proyektor,2024-03-26,4,Tuesday,3,14,4387000
MIP-02111,TV 55 Inch,TV,2025-08-24,6,Sunday,8,19,3063000
MIP-02112,TV 75 Inch,TV,2025-09-30,7,Tuesday,9,13,7899000
MIP-02113,TV 55 Inch,TV,2026-04-09,2,Thursday,4,11,1031000
MIP-02114,Screen 3x4,Screen,2024-03-21,6,Thursday,3,13,2589000
MIP-02115,Screen 2x3,Screen,2025-03-20,5,Thursday,3,5,1546000
MIP-02116,Epson 6000 Lumens,Proyektor,2025-02-08,1,Saturday,2,5,930000
MIP-02117,Screen 3x4,Screen,2025-11-02,4,Sunday,11,19,1581000
MIP-02118,TV 65 Inch,TV,2025-11-04,6,Tuesday,11,20,4297000
MIP-02119,TV 50 Inch,TV,2025-09-25,7,Thursday,9,16,2888000
MIP-02120,TV 65 Inch,TV,2026-04-03,3,Friday,4,7,2261000
MIP-02121,Screen 3x4,Screen,2024-05-18,1,Saturday,5,11,424000
MIP-02122,Screen 2x3,Screen,2026-04-15,1,Wednesday,4,11,300000
MIP-02123,Epson 6000 Lumens,Proyektor,2024-08-02,4,Friday,8,9,4374000
MIP-02124,TV 43 Inch,TV,2025-03-22,7,Saturday,3,11,2065000
MIP-02125,Screen 2x3,Screen,2024-11-04,7,Monday,11,19,2303000
MIP-02126,Screen 3x4,Screen,2025-04-30,4,Wednesday,4,5,1654000
MIP-02127,Screen 2x3,Screen,2024-06-19,2,Wednesday,6,19,616000
MIP-02128,TV 75 Inch,TV,2025-04-27,1,Sunday,4,19,1120000
MIP-02129,TV 43 Inch,TV,2024-07-25,3,Thursday,7,17,969000
MIP-02130,Epson 6000 Lumens,Proyektor,2024-12-07,1,Saturday,12,8,985000
MIP-02131,TV 65 Inch,TV,2025-03-01,7,Saturday,3,20,4569000
MIP-02132,TV 50 Inch,TV,2024-02-07,4,Wednesday,2,17,1625000
MIP-02133,TV 75 Inch,TV,2025-06-09,5,Monday,6,20,6072000
MIP-02134,TV 43 Inch,TV,2026-01-01,1,Thursday,1,5,302000
MIP-02135,TV 65 Inch,TV,2025-08-13,3,Wednesday,8,7,2192000
MIP-02136,TV 50 Inch,TV,2025-10-25,4,Saturday,10,20,1940000
MIP-02137,Screen 2x3,Screen,2025-05-21,5,Wednesday,5,16,1374000
MIP-02138,TV 75 Inch,TV,2025-12-15,4,Monday,12,5,5022000
MIP-02139,Screen 3x4,Screen,2024-10-21,6,Monday,10,11,2250000
MIP-02140,TV 75 Inch,TV,2024-12-18,4,Wednesday,12,12,5144000
MIP-02141,TV 43 Inch,TV,2025-08-24,6,Sunday,8,15,1915000
MIP-02142,TV 75 Inch,TV,2024-05-14,3,Tuesday,5,17,3629000
MIP-02143,TV 65 Inch,TV,2025-11-20,6,Thursday,11,16,4377000
MIP-02144,TV 75 Inch,TV,2026-03-29,7,Sunday,3,10,8088000
MIP-02145,TV 43 Inch,TV,2024-10-16,6,Wednesday,10,7,1790000
MIP-02146,TV 75 Inch,TV,2024-05-12,2,Sunday,5,11,2554000
MIP-02147,Screen 3x4,Screen,2025-09-12,4,Friday,9,8,1587000
MIP-02148,TV 65 Inch,TV,2025-05-20,3,Tuesday,5,12,2040000
MIP-02149,TV 43 Inch,TV,2025-07-24,1,Thursday,7,5,300000
MIP-02150,TV 55 Inch,TV,2024-09-24,3,Tuesday,9,10,1758000
MIP-02151,Screen 3x4,Screen,2026-04-27,7,Monday,4,6,2708000
MIP-02152,Screen 2x3,Screen,2024-12-11,4,Wednesday,12,8,1122000
MIP-02153,TV 43 Inch,TV,2024-05-03,5,Friday,5,12,1564000
MIP-02154,TV 75 Inch,TV,2024-09-21,3,Saturday,9,16,3835000
MIP-02155,Epson 6000 Lumens,Proyektor,2026-02-27,5,Friday,2,13,4601000
MIP-02156,Screen 3x4,Screen,2025-12-07,7,Sunday,12,8,2654000
MIP-02157,Epson 6000 Lumens,Proyektor,2025-03-24,7,Monday,3,19,6499000
MIP-02158,Screen 2x3,Screen,2024-04-18,7,Thursday,4,8,2036000
MIP-02159,Epson 6000 Lumens,Proyektor,2025-06-03,1,Tuesday,6,10,990000
MIP-02160,Screen 2x3,Screen,2024-07-29,3,Monday,7,10,945000
MIP-02161,TV 50 Inch,TV,2025-12-26,4,Friday,12,20,1854000
MIP-02162,Screen 2x3,Screen,2024-06-06,6,Thursday,6,16,1844000
MIP-02163,TV 55 Inch,TV,2026-04-18,2,Saturday,4,8,1068000
MIP-02164,TV 43 Inch,TV,2025-03-25,4,Tuesday,3,5,1282000
MIP-02165,TV 43 Inch,TV,2026-04-08,4,Wednesday,4,15,1193000
MIP-02166,TV 50 Inch,TV,2025-06-01,2,Sunday,6,7,986000
MIP-02167,TV 50 Inch,TV,2025-01-16,6,Thursday,1,18,2772000
MIP-02168,TV 55 Inch,TV,2025-10-06,6,Monday,10,12,3053000
MIP-02169,Screen 3x4,Screen,2026-02-10,7,Tuesday,2,18,2899000
MIP-02170,TV 43 Inch,TV,2024-05-21,7,Tuesday,5,18,2027000
MIP-02171,TV 65 Inch,TV,2025-02-23,4,Sunday,2,16,2904000
MIP-02172,Epson 6000 Lumens,Proyektor,2025-03-29,2,Saturday,3,5,1828000
MIP-02173,Screen 2x3,Screen,2024-03-27,3,Wednesday,3,15,841000
MIP-02174,TV 65 Inch,TV,2026-03-01,2,Sunday,3,18,1500000
MIP-02175,Epson 6000 Lumens,Proyektor,2025-02-06,7,Thursday,2,6,6618000
MIP-02176,Screen 3x4,Screen,2025-08-11,1,Monday,8,14,427000
MIP-02177,TV 65 Inch,TV,2025-02-15,6,Saturday,2,14,4015000
MIP-02178,TV 55 Inch,TV,2024-12-18,1,Wednesday,12,13,566000
MIP-02179,Screen 3x4,Screen,2025-12-18,4,Thursday,12,19,1662000
MIP-02180,TV 43 Inch,TV,2025-07-11,5,Friday,7,19,1504000
MIP-02181,TV 55 Inch,TV,2026-04-11,7,Saturday,4,17,3700000
MIP-02182,TV 43 Inch,TV,2024-11-04,1,Monday,11,6,283000
MIP-02183,TV 55 Inch,TV,2025-02-03,6,Monday,2,9,2992000
MIP-02184,TV 50 Inch,TV,2024-08-06,1,Tuesday,8,14,432000
MIP-02185,TV 55 Inch,TV,2026-02-14,6,Saturday,2,10,3401000
MIP-02186,Epson 6000 Lumens,Proyektor,2024-01-29,7,Monday,1,13,7614000
MIP-02187,TV 43 Inch,TV,2026-03-03,3,Tuesday,3,18,967000
MIP-02188,Screen 2x3,Screen,2026-01-19,1,Monday,1,16,316000
MIP-02189,TV 50 Inch,TV,2025-10-04,5,Saturday,10,16,2380000
MIP-02190,Screen 2x3,Screen,2024-02-18,7,Sunday,2,8,2169000
MIP-02191,TV 75 Inch,TV,2024-11-01,5,Friday,11,5,5712000
MIP-02192,TV 75 Inch,TV,2024-12-13,2,Friday,12,12,2595000
MIP-02193,TV 55 Inch,TV,2024-11-02,3,Saturday,11,9,1706000
MIP-02194,TV 65 Inch,TV,2025-06-16,6,Monday,6,12,4251000
MIP-02195,Screen 2x3,Screen,2024-12-01,5,Sunday,12,11,1383000
MIP-02196,TV 55 Inch,TV,2025-04-10,1,Thursday,4,9,544000
MIP-02197,TV 65 Inch,TV,2026-04-28,4,Tuesday,4,7,2778000
MIP-02198,Screen 2x3,Screen,2024-03-04,4,Monday,3,9,1287000
MIP-02199,TV 75 Inch,TV,2024-08-07,4,Wednesday,8,7,4845000
MIP-02200,TV 55 Inch,TV,2025-11-24,5,Monday,11,17,2684000
MIP-02201,TV 65 Inch,TV,2024-09-27,5,Friday,9,20,3834000
MIP-02202,TV 65 Inch,TV,2025-03-26,6,Wednesday,3,20,3873000
MIP-02203,TV 65 Inch,TV,2026-04-23,2,Thursday,4,9,1378000
MIP-02204,Screen 3x4,Screen,2025-05-11,6,Sunday,5,19,2180000
MIP-02205,Screen 3x4,Screen,2025-12-22,5,Monday,12,8,2096000
MIP-02206,TV 43 Inch,TV,2025-04-11,4,Friday,4,6,1300000
MIP-02207,Screen 3x4,Screen,2025-07-26,3,Saturday,7,8,1147000
MIP-02208,TV 65 Inch,TV,2024-04-22,1,Monday,4,16,750000
MIP-02209,TV 50 Inch,TV,2024-02-11,5,Sunday,2,9,2156000
MIP-02210,Screen 2x3,Screen,2025-01-15,3,Wednesday,1,16,974000
MIP-02211,TV 50 Inch,TV,2024-10-28,4,Monday,10,5,1891000
MIP-02212,Screen 3x4,Screen,2024-05-25,7,Saturday,5,18,2971000
MIP-02213,Epson 6000 Lumens,Proyektor,2024-11-08,3,Friday,11,11,2711000
MIP-02214,Screen 3x4,Screen,2026-04-18,6,Saturday,4,20,2622000
MIP-02215,Epson 6000 Lumens,Proyektor,2024-05-05,5,Sunday,5,16,5227000
MIP-02216,Screen 2x3,Screen,2024-02-15,4,Thursday,2,20,1153000
MIP-02217,TV 50 Inch,TV,2025-08-02,4,Saturday,8,15,1919000
MIP-02218,TV 65 Inch,TV,2025-05-01,7,Thursday,5,9,4686000
MIP-02219,Screen 3x4,Screen,2025-05-31,6,Saturday,5,19,2579000
MIP-02220,TV 75 Inch,TV,2025-11-14,4,Friday,11,9,4428000
MIP-02221,TV 55 Inch,TV,2024-04-01,7,Monday,4,18,4007000
MIP-02222,TV 65 Inch,TV,2024-08-26,4,Monday,8,15,2823000
MIP-02223,Epson 6000 Lumens,Proyektor,2025-11-17,4,Monday,11,13,3677000
MIP-02224,Screen 2x3,Screen,2024-06-18,6,Tuesday,6,5,1707000
MIP-02225,TV 50 Inch,TV,2025-07-28,6,Monday,7,8,2437000
MIP-02226,Screen 2x3,Screen,2024-07-16,5,Tuesday,7,6,1491000
MIP-02227,TV 43 Inch,TV,2026-02-07,4,Saturday,2,5,1152000
MIP-02228,Screen 2x3,Screen,2025-11-05,5,Wednesday,11,10,1530000
MIP-02229,Epson 6000 Lumens,Proyektor,2024-10-08,7,Tuesday,10,11,6716000
MIP-02230,TV 43 Inch,TV,2026-04-29,6,Wednesday,4,19,1728000
MIP-02231,Screen 2x3,Screen,2026-04-06,5,Monday,4,15,1573000
MIP-02232,TV 65 Inch,TV,2025-08-26,1,Tuesday,8,20,637000
MIP-02233,Epson 6000 Lumens,Proyektor,2024-12-14,4,Saturday,12,10,4322000
MIP-02234,TV 65 Inch,TV,2024-01-25,7,Thursday,1,15,5245000
MIP-02235,TV 65 Inch,TV,2024-09-20,1,Friday,9,8,723000
MIP-02236,Screen 2x3,Screen,2025-07-08,2,Tuesday,7,14,611000
MIP-02237,Screen 3x4,Screen,2024-07-06,3,Saturday,7,7,1294000
MIP-02238,Screen 3x4,Screen,2024-11-10,4,Sunday,11,10,1499000
MIP-02239,Epson 6000 Lumens,Proyektor,2025-09-21,3,Sunday,9,10,2747000
MIP-02240,Epson 6000 Lumens,Proyektor,2025-12-31,1,Wednesday,12,14,948000
MIP-02241,TV 65 Inch,TV,2024-04-11,3,Thursday,4,9,2224000
MIP-02242,TV 65 Inch,TV,2024-11-27,3,Wednesday,11,17,1905000
MIP-02243,Screen 2x3,Screen,2024-02-23,2,Friday,2,12,610000
MIP-02244,TV 43 Inch,TV,2025-05-19,5,Monday,5,17,1649000
MIP-02245,Screen 2x3,Screen,2024-10-02,1,Wednesday,10,15,321000
MIP-02246,TV 75 Inch,TV,2025-07-20,4,Sunday,7,7,4821000
MIP-02247,TV 75 Inch,TV,2024-01-30,4,Tuesday,1,12,4381000
MIP-02248,Epson 6000 Lumens,Proyektor,2024-10-02,5,Wednesday,10,8,5331000
MIP-02249,TV 43 Inch,TV,2026-02-20,5,Friday,2,9,1530000
MIP-02250,TV 50 Inch,TV,2025-08-04,4,Monday,8,19,1661000
MIP-02251,Screen 2x3,Screen,2025-10-13,5,Monday,10,11,1378000
MIP-02252,Screen 3x4,Screen,2025-01-17,5,Friday,1,10,2164000
MIP-02253,TV 43 Inch,TV,2025-07-04,4,Friday,7,19,1241000
MIP-02254,Epson 6000 Lumens,Proyektor,2024-01-02,7,Tuesday,1,19,7461000
MIP-02255,TV 50 Inch,TV,2025-10-30,2,Thursday,10,5,968000
MIP-02256,Epson 6000 Lumens,Proyektor,2025-05-08,3,Thursday,5,13,3043000
MIP-02257,TV 65 Inch,TV,2024-12-25,7,Wednesday,12,11,4917000
MIP-02258,TV 50 Inch,TV,2024-02-16,2,Friday,2,7,887000
MIP-02259,TV 50 Inch,TV,2024-04-01,4,Monday,4,8,1734000
MIP-02260,Screen 3x4,Screen,2026-01-12,5,Monday,1,13,1974000
MIP-02261,TV 65 Inch,TV,2024-08-03,5,Saturday,8,15,3692000
MIP-02262,TV 55 Inch,TV,2025-10-12,3,Sunday,10,19,1684000
MIP-02263,TV 50 Inch,TV,2024-09-08,6,Sunday,9,15,2912000
MIP-02264,TV 55 Inch,TV,2024-08-03,4,Saturday,8,15,2175000
MIP-02265,Epson 6000 Lumens,Proyektor,2025-12-09,2,Tuesday,12,5,2043000
MIP-02266,TV 75 Inch,TV,2024-01-05,1,Friday,1,10,1232000
MIP-02267,TV 65 Inch,TV,2025-07-23,6,Wednesday,7,20,4277000
MIP-02268,TV 65 Inch,TV,2025-07-05,1,Saturday,7,7,728000
MIP-02269,Epson 6000 Lumens,Proyektor,2026-04-15,6,Wednesday,4,19,5685000
MIP-02270,Screen 2x3,Screen,2024-12-27,7,Friday,12,17,2105000
MIP-02271,TV 55 Inch,TV,2025-01-31,2,Friday,1,5,1013000
MIP-02272,Screen 2x3,Screen,2025-04-18,3,Friday,4,11,879000
MIP-02273,TV 75 Inch,TV,2024-01-10,2,Wednesday,1,5,2394000
MIP-02274,TV 50 Inch,TV,2025-11-27,6,Thursday,11,16,2782000
MIP-02275,TV 43 Inch,TV,2024-04-02,7,Tuesday,4,14,2289000
MIP-02276,TV 43 Inch,TV,2024-08-27,4,Tuesday,8,16,1224000
MIP-02277,Epson 6000 Lumens,Proyektor,2024-10-14,4,Monday,10,11,4195000
MIP-02278,Epson 6000 Lumens,Proyektor,2024-07-19,7,Friday,7,17,7009000
MIP-02279,Screen 2x3,Screen,2024-10-11,5,Friday,10,20,1540000
MIP-02280,Screen 3x4,Screen,2025-07-19,2,Saturday,7,10,731000
MIP-02281,Screen 2x3,Screen,2025-08-25,2,Monday,8,7,571000
MIP-02282,Screen 3x4,Screen,2024-09-22,5,Sunday,9,12,1945000
MIP-02283,TV 50 Inch,TV,2024-07-15,7,Monday,7,5,3133000
MIP-02284,TV 50 Inch,TV,2025-11-28,5,Friday,11,19,2046000
MIP-02285,Epson 6000 Lumens,Proyektor,2025-03-13,6,Thursday,3,6,5568000
MIP-02286,TV 55 Inch,TV,2025-03-18,7,Tuesday,3,18,3678000
MIP-02287,TV 50 Inch,TV,2024-05-04,6,Saturday,5,19,2955000
MIP-02288,TV 75 Inch,TV,2025-01-05,5,Sunday,1,6,5798000
MIP-02289,TV 43 Inch,TV,2024-02-18,3,Sunday,2,18,897000
MIP-02290,TV 75 Inch,TV,2024-11-19,1,Tuesday,11,17,1127000
MIP-02291,TV 43 Inch,TV,2024-12-08,1,Sunday,12,5,307000
MIP-02292,TV 43 Inch,TV,2025-12-07,4,Sunday,12,7,1147000
MIP-02293,TV 43 Inch,TV,2024-07-20,2,Saturday,7,15,565000
MIP-02294,TV 50 Inch,TV,2024-03-05,6,Tuesday,3,8,2709000
MIP-02295,Epson 6000 Lumens,Proyektor,2025-05-06,4,Tuesday,5,5,3604000
MIP-02296,TV 55 Inch,TV,2024-09-13,2,Friday,9,8,992000
MIP-02297,TV 75 Inch,TV,2024-09-01,3,Sunday,9,6,3398000
MIP-02298,TV 55 Inch,TV,2025-06-16,7,Monday,6,12,3493000
MIP-02299,Screen 2x3,Screen,2026-03-05,5,Thursday,3,19,1382000
MIP-02300,Screen 2x3,Screen,2025-10-02,4,Thursday,10,8,1161000
MIP-02301,Screen 2x3,Screen,2024-03-03,1,Sunday,3,17,318000
MIP-02302,TV 55 Inch,TV,2025-12-11,1,Thursday,12,9,558000
MIP-02303,Epson 6000 Lumens,Proyektor,2026-04-01,4,Wednesday,4,6,4010000
MIP-02304,TV 50 Inch,TV,2025-09-17,6,Wednesday,9,18,2588000
MIP-02305,Screen 2x3,Screen,2024-04-14,6,Sunday,4,6,1955000
MIP-02306,Epson 6000 Lumens,Proyektor,2024-10-28,7,Monday,10,17,6856000
MIP-02307,TV 65 Inch,TV,2024-04-08,5,Monday,4,18,3211000
MIP-02308,TV 43 Inch,TV,2025-09-05,7,Friday,9,5,2149000
MIP-02309,TV 75 Inch,TV,2025-01-28,4,Tuesday,1,18,4429000
MIP-02310,Screen 2x3,Screen,2024-12-13,6,Friday,12,5,1744000
MIP-02311,TV 75 Inch,TV,2025-06-13,3,Friday,6,11,3605000
MIP-02312,Screen 2x3,Screen,2024-04-15,1,Monday,4,7,322000
MIP-02313,TV 43 Inch,TV,2025-08-09,2,Saturday,8,13,599000
MIP-02314,TV 55 Inch,TV,2025-03-07,4,Friday,3,19,2289000
MIP-02315,Screen 3x4,Screen,2024-09-05,2,Thursday,9,6,879000
MIP-02316,Epson 6000 Lumens,Proyektor,2024-05-10,3,Friday,5,18,2779000
MIP-02317,TV 55 Inch,TV,2024-11-14,5,Thursday,11,9,2626000
MIP-02318,Screen 3x4,Screen,2025-04-25,3,Friday,4,15,1175000
MIP-02319,TV 50 Inch,TV,2025-01-12,1,Sunday,1,9,443000
MIP-02320,Epson 6000 Lumens,Proyektor,2024-08-31,5,Saturday,8,6,4911000
MIP-02321,TV 65 Inch,TV,2024-12-18,2,Wednesday,12,11,1514000
MIP-02322,TV 43 Inch,TV,2026-03-15,1,Sunday,3,15,313000
MIP-02323,TV 43 Inch,TV,2025-11-14,4,Friday,11,19,1226000
MIP-02324,TV 55 Inch,TV,2025-08-15,5,Friday,8,15,2645000
MIP-02325,TV 50 Inch,TV,2025-03-04,3,Tuesday,3,10,1437000
MIP-02326,Screen 2x3,Screen,2025-04-10,7,Thursday,4,6,2291000
MIP-02327,TV 75 Inch,TV,2024-08-12,1,Monday,8,12,1277000
MIP-02328,TV 43 Inch,TV,2025-04-22,5,Tuesday,4,11,1350000
MIP-02329,TV 43 Inch,TV,2025-05-07,6,Wednesday,5,15,1849000
MIP-02330,TV 65 Inch,TV,2024-07-29,4,Monday,7,10,2549000
MIP-02331,Epson 6000 Lumens,Proyektor,2025-01-06,1,Monday,1,7,952000
MIP-02332,TV 55 Inch,TV,2024-01-31,5,Wednesday,1,8,2508000
MIP-02333,Screen 3x4,Screen,2024-10-24,4,Thursday,10,11,1633000
MIP-02334,TV 55 Inch,TV,2024-02-14,1,Wednesday,2,11,571000
MIP-02335,TV 43 Inch,TV,2024-10-17,2,Thursday,10,12,554000
MIP-02336,TV 50 Inch,TV,2026-01-06,2,Tuesday,1,15,879000
MIP-02337,TV 43 Inch,TV,2024-07-01,2,Monday,7,5,595000
MIP-02338,Screen 3x4,Screen,2024-09-25,1,Wednesday,9,5,390000
MIP-02339,Screen 3x4,Screen,2025-01-23,6,Thursday,1,8,2218000
MIP-02340,TV 55 Inch,TV,2024-08-03,3,Saturday,8,19,1623000
MIP-02341,TV 43 Inch,TV,2025-01-13,7,Monday,1,16,2205000
MIP-02342,Screen 3x4,Screen,2025-06-23,7,Monday,6,18,2560000
MIP-02343,Screen 2x3,Screen,2024-05-01,2,Wednesday,5,9,550000
MIP-02344,TV 43 Inch,TV,2024-07-15,5,Monday,7,17,1456000
MIP-02345,TV 55 Inch,TV,2024-11-21,5,Thursday,11,18,2993000
MIP-02346,TV 43 Inch,TV,2024-02-17,7,Saturday,2,11,2171000
MIP-02347,TV 50 Inch,TV,2026-03-19,2,Thursday,3,15,932000
MIP-02348,TV 43 Inch,TV,2024-02-24,6,Saturday,2,13,1750000
MIP-02349,Screen 3x4,Screen,2025-06-04,5,Wednesday,6,20,2037000
MIP-02350,TV 43 Inch,TV,2026-01-14,1,Wednesday,1,20,271000
MIP-02351,Screen 2x3,Screen,2024-06-20,5,Thursday,6,17,1541000
MIP-02352,TV 55 Inch,TV,2025-05-25,5,Sunday,5,19,2977000
MIP-02353,Screen 3x4,Screen,2024-11-25,6,Monday,11,16,2454000
MIP-02354,TV 75 Inch,TV,2026-01-02,4,Friday,1,20,5159000
MIP-02355,TV 50 Inch,TV,2025-08-18,4,Monday,8,6,1881000
